"SMP","X","Y","RAMA","SUBRAMA"
"012-049-007",-58.3844515613572,-34.6089081585624,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-049-009",-58.384723933671,-34.6088316700699,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-049-010",-58.3847180332009,-34.6090398385873,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-049-010",-58.3847180332009,-34.6090398385873,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-058-001",-58.3822590809319,-34.6086129607013,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-058-001",-58.3822590809319,-34.6086129607013,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-058-003",-58.382540262469,-34.6087803853022,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-058-008",-58.3830440956911,-34.6087257865415,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-058-008",-58.3830440956911,-34.6087257865415,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-058-010",-58.3833393346417,-34.6087541957988,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-058-010",-58.3833393346417,-34.6087541957988,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-058-011",-58.3831432664019,-34.608952068552,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-058-012",-58.3822454745906,-34.6089117060126,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-058-012",-58.3822454745906,-34.6089117060126,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-058-013",-58.3822506551395,-34.6087767000099,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-012-012",-58.3901812594041,-34.6139851109433,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-012-013",-58.3902531922832,-34.61400312804,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-012-016",-58.3900075680776,-34.614284317022,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-012-019",-58.3902232567341,-34.6146697904244,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-012-002",-58.3892242136577,-34.6139108644256,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-001-015A",-58.3912662084116,-34.6177452686069,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-001-025",-58.3906935951482,-34.6174883701949,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-001-026",-58.3906939718199,-34.6174109525515,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-009-020A",-58.3901825407843,-34.6178480638031,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-009-039",-58.3891925442643,-34.6172551396975,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-009-010",-58.3902221408372,-34.6169489489787,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-009-012",-58.3901202386814,-34.6171753320637,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"012-016-004",-58.3879305909752,-34.6169094010109,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-016-019",-58.3889010267512,-34.6171956113322,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-016-039B",-58.3878637050161,-34.6175647455254,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-023-041C",-58.3860964490157,-34.6176670825043,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-023-029B",-58.3871675387494,-34.6177683980148,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-023-001",-58.3860365907686,-34.6168092759154,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-023-001",-58.3860365907686,-34.6168092759154,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-023-005",-58.3865731941668,-34.6169520277719,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-023-009",-58.3868488229164,-34.6168947719822,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-023-011",-58.3870473902621,-34.6168725561364,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-023-012",-58.3871381162533,-34.6168721874283,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-023-013",-58.3872163521052,-34.6168374405399,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-032-023B",-58.3857466909861,-34.6176218903015,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-032-001A",-58.3845395774489,-34.6168955336202,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-032-004",-58.3848588573514,-34.616903838349,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-032-014",-58.3857306882186,-34.6168092946917,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-032-020",-58.3857022411915,-34.6172927406466,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-032-024",-58.3856541106059,-34.6175399999207,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-032-026",-58.3854621635063,-34.6175543530189,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-032-028B",-58.3852693824665,-34.6174713709811,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-041-033",-58.3832160629069,-34.6174717230168,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-041-035",-58.3833852410236,-34.6172642082321,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-041-011B",-58.384280831967,-34.6167491800427,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-041-012",-58.3842235686637,-34.6169676035352,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-041-016",-58.3840852753231,-34.617241881703,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-041-017",-58.3840324156277,-34.6172995716502,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-041-001",-58.383229333319,-34.6166613378608,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-041-003",-58.3834286499115,-34.616928063338,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-050-001A",-58.3818285047013,-34.616615097745,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-050-010",-58.3829538973603,-34.6167093564148,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-050-014",-58.3827991263718,-34.6172443817941,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-050-015",-58.382909029002,-34.6173508405807,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-050-026B",-58.3817836852843,-34.6175375320452,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-070-001A",-58.3791219058962,-34.6164870784108,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-070-006D",-58.3797698087025,-34.6165466005396,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-070-011A",-58.3798187256323,-34.61689442301,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-038-001A",-58.3849588216056,-34.6108863823091,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-038-007",-58.3850313158343,-34.6102380541484,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-038-008",-58.3849711715448,-34.6100535663251,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-038-015B",-58.3860653006409,-34.610091733442,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-038-015C",-58.3859887110668,-34.6102390929261,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-047-008",-58.3835200849279,-34.6099704348334,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-047-010",-58.3837324516109,-34.6100891225434,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-002-038",-58.3905099021007,-34.6159393060306,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-002-009",-58.3914009954573,-34.6158162960179,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-002-025A",-58.3907930918954,-34.6165804210612,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"012-017-008",-58.3883308534167,-34.6158936076391,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-017-017",-58.3887404634996,-34.6160329405878,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-017-035",-58.3876261656118,-34.6165741702777,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-017-018",-58.3887621385237,-34.6161195159605,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-033-004",-58.3849756682457,-34.6157949499532,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-042-034A",-58.3833672631134,-34.6160939265073,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-042-010",-58.3840502402632,-34.6157456041124,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-042-014",-58.3843674783792,-34.6155701629749,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-051-031",-58.3819128524673,-34.6160871392666,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-051-001C",-58.3818269850691,-34.6154134490488,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-051-007",-58.382439738198,-34.6156542727772,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-051-011G",-58.3829174398791,-34.6156189768812,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-051-015",-58.3828965073884,-34.6159412956427,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-034-014",-58.3857822062833,-34.6147668493848,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-034-019",-58.3857651452338,-34.6152675811192,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-043-010",-58.3832455378052,-34.6145005698768,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-043-020",-58.3842902533233,-34.6146115580867,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-052-011A",-58.3829271505194,-34.6145081448955,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-052-014C",-58.3828555615421,-34.6151014156507,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-052-017",-58.3825195696636,-34.615078633417,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-052-018",-58.3824210364159,-34.6150715215726,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-052-025",-58.3818922973425,-34.6150110748006,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-052-014L",-58.382862505559,-34.6149665398495,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-072-027",-58.3791063583496,-34.6151003231001,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-072-028",-58.3791070641335,-34.6150347811214,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-072-030",-58.3791992554929,-34.6146665488004,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-072-012",-58.3801422083339,-34.6145254012844,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-072-014",-58.3800323960842,-34.6146945879005,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-072-015",-58.3799520936154,-34.6147811388166,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-072-017",-58.3800860397341,-34.6149607459831,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-004-002",-58.3905993482588,-34.6139524281651,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-004-019",-58.3914605380166,-34.6147017274122,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-004-020",-58.3914556464118,-34.6148071050082,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-004-021A",-58.3913125412683,-34.6147293165206,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-012-023",-58.3897617529927,-34.614504568216,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-012-028",-58.3893275072595,-34.6145422257478,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-071-006",-58.379575131835,-34.6154866185872,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-071-027",-58.3792726449347,-34.6158525748826,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-003-001",-58.3905223882256,-34.6149465906099,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-011-031",-58.3891956134778,-34.6150797835786,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-011-019",-58.3901303989679,-34.615330137957,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-018-014",-58.3887439035027,-34.6153666821296,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-018-025",-58.3876218086216,-34.6154091313065,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-018-001",-58.3876375253825,-34.6148031678344,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-018-003B",-58.3880016286903,-34.614803545995,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-025-032",-58.3860533597034,-34.6153755916672,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-025-023",-58.3870126358826,-34.6152715158992,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-034-026",-58.3852463182033,-34.6152133873901,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-034-036",-58.384673235102,-34.6149651972432,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-047-020",-58.384681610893,-34.6107284320121,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-056-023",-58.3832489302146,-34.6105195821982,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-056-026",-58.38323263069,-34.6107809833328,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-056-001",-58.3820698173313,-34.6106759366475,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-056-007",-58.3821323640055,-34.6098135495263,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-076-024",-58.3794633530661,-34.6104524798926,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-076-015",-58.3802744961915,-34.6103459121499,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-076-013A",-58.3801897312488,-34.6101727448205,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-076-017D",-58.3803587073242,-34.6105815907912,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-030-001",-58.3867112311576,-34.6096497339737,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-039-009",-58.3854181784265,-34.609776748815,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-039-002",-58.3854222264353,-34.6095787522286,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-039-003",-58.3855552870973,-34.6095783572927,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-039-005",-58.3860104844279,-34.6095995943845,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-048-004A",-58.3846584328302,-34.6096068428667,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-048-004A",-58.3846584328302,-34.6096068428667,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-048-006",-58.3836421577754,-34.6096402205249,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-057-001",-58.3822379906749,-34.609394679688,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-057-002",-58.3824316958633,-34.6093777765714,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-057-004",-58.3827062505413,-34.6094787567021,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-057-005",-58.3828407004497,-34.6094872368801,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-057-008",-58.3832704530972,-34.6094012552078,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-057-009",-58.3832644362255,-34.6095382673701,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-057-010A",-58.3831972648327,-34.6096372362131,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-077-006",-58.3803090887682,-34.609287575223,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-077-007",-58.3804232870457,-34.6093816328266,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-077-010A",-58.3793779642535,-34.6094023392397,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-077-010B",-58.3793792215431,-34.6092737315807,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-077-003",-58.3797998341914,-34.6092849974258,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-031-001",-58.3864515428962,-34.6089167590366,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-031-002",-58.3866104174916,-34.6089287192649,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-031-009",-58.3865074422238,-34.6091295619253,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-031-009",-58.3865074422238,-34.6091295619253,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-031-005A",-58.3869672338559,-34.6090883328628,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-040-005A",-58.3857278262016,-34.608890466087,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-040-005B",-58.3857235261151,-34.609099719914,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-040-007",-58.3860400541866,-34.6090365649922,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-040-007",-58.3860400541866,-34.6090365649922,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-040-008",-58.3861620659052,-34.6089334930439,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-040-008",-58.3861620659052,-34.6089334930439,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-040-009",-58.3861559649354,-34.6091112555661,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-040-010",-58.3855951915061,-34.6090995245445,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-040-003",-58.3854745100654,-34.6089836271023,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-040-003",-58.3854745100654,-34.6089836271023,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-019-029",-58.3879260103441,-34.6145303048495,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-019-032",-58.3876789139416,-34.6144674813574,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-019-008",-58.38835236315,-34.6139285962522,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-019-012",-58.3887854884123,-34.6139093820209,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-026-001",-58.3861190725626,-34.6144137296974,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-026-007",-58.3862211853491,-34.613834009098,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"012-026-009",-58.3861687795912,-34.6136369703167,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-026-010",-58.3862457545715,-34.6136372699247,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-026-018",-58.3870130416173,-34.6138425529035,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-026-020C",-58.387326653734,-34.6136843644377,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-026-021",-58.3873270929712,-34.6138291921881,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-026-027",-58.3873801952298,-34.614427750487,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-026-031",-58.3871770615193,-34.6143454854929,"HOTELERIA Y GASTRONOMIA","HOTELERIA"
"012-026-041",-58.3862343232642,-34.614424418934,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-035-021C",-58.3858176882637,-34.6143487140462,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-035-028",-58.3850592099306,-34.6142428069041,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-035-035",-58.3849513605571,-34.6137343191736,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-035-036",-58.3847401297761,-34.6136082205729,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-035-001",-58.3847545625918,-34.6135216548791,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-035-003",-58.384954413078,-34.6135740828535,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-044-001",-58.3833806696659,-34.6142951462068,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-053-015",-58.3824391643684,-34.6135244989792,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-053-020",-58.3830583324575,-34.6134439678779,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-053-021A",-58.3829670160544,-34.6136011189887,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-053-023A",-58.3829530239922,-34.6137326679191,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-053-029",-58.3829851927414,-34.6142547748342,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-073-006",-58.3797858828272,-34.613305368497,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-073-012A",-58.3802159381368,-34.6135186424208,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-073-015A",-58.3801562185177,-34.6137013572241,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-073-026",-58.3791507760787,-34.6140116079974,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-005-030",-58.3905158610178,-34.6135779526727,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-055-030A",-58.3821109393007,-34.61184921136,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-075-001",-58.3792400198135,-34.6108444623171,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-075-004D",-58.3794246745923,-34.6112488426656,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-075-008A",-58.3802867155106,-34.6108697162892,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-075-018B",-58.3801779181153,-34.6115116837014,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-075-022",-58.3797182649739,-34.6115522869966,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-075-023",-58.3796066203194,-34.611542365079,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-075-028",-58.3793303068881,-34.6115133363364,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-007-013A",-58.3915130834855,-34.6106397146449,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-007-015A",-58.3916581288841,-34.6105706217952,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-007-026",-58.3909753309175,-34.611119585101,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-015-003",-58.3896391329517,-34.6105215092983,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-015-009",-58.3901727675641,-34.6106600779232,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-015-016",-58.3901808924465,-34.6112546047522,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-015-032A",-58.3892154013928,-34.6106786600363,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-001",-58.3876801332208,-34.6101801977995,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-004",-58.3880519655314,-34.6104009101663,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-006A",-58.3882986303089,-34.6104148235974,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-007",-58.3886918354167,-34.6104479667442,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-008A",-58.3888694396613,-34.6103589138247,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-022-008A",-58.3888694396613,-34.6103589138247,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-010C",-58.38878450053,-34.6110008304142,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-019A",-58.3876286454262,-34.6110188180555,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-021C",-58.3876351923132,-34.6108326191292,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-022-026B",-58.3876675778678,-34.6103067578355,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-022-026B",-58.3876675778678,-34.6103067578355,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-029-001",-58.3863579263459,-34.6101526319996,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-029-001",-58.3863579263459,-34.6101526319996,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-029-003A",-58.386639825708,-34.6102948468438,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-029-008",-58.3874211668101,-34.6102127966864,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-029-010",-58.3874018550178,-34.6104524753209,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-029-017",-58.3873752809029,-34.6110357679932,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-029-031",-58.3863295034593,-34.6104874074047,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-027-016",-58.3873118664924,-34.6124711446661,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-027-018",-58.3873137417788,-34.6127106961785,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-027-039",-58.3864346740609,-34.6131115845958,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-027-001B",-58.3862753114816,-34.613220814783,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-036-038A",-58.3852812883735,-34.6131485236365,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-036-009",-58.3848608695743,-34.6126051416332,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-036-010",-58.3848723651146,-34.6125075790451,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-036-019",-58.3860186651015,-34.6124029872117,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
"012-036-019",-58.3860186651015,-34.6124029872117,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-036-007",-58.3850842638514,-34.612798794814,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA"
"012-054-001C",-58.382053743497,-34.6120910575987,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA"
